threatType,title,link
ot_virtual_patch,Zyxel.NAS.WSGI.server.simZysh.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006860
ot_virtual_patch,Cassia.IoT.Gateways.bypass.config.queueUrl.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006859
ot_virtual_patch,TOTOLINK.A3700R.setWiFiEasyCfg.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006858
ot_virtual_patch,TOTOLINK.A3700R.SetWiFiGuestCfg.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006857
ot_virtual_patch,TOTOLINK.A6000R.apcli_wps_gen_pincode.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006856
ot_virtual_patch,TOTOLINK.A6000R.apcli_do_enr_pin_wps.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006855
ot_virtual_patch,TOTOLINK.A6000R.apcli_do_enr_pbc_wps.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006854
ot_virtual_patch,TOTOLINK.A6000R.vif_disable.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006853
ot_virtual_patch,Linksys.WRT54G.validate_services_port.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006851
ot_virtual_patch,ECOA.Configuration.Download.Information.Disclosure.,https://www.fortiguard.com/encyclopedia/otips/10006849
ot_virtual_patch,TOTOLINK.Devices.setParentalRules.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006847
ot_virtual_patch,TOTOLINK.A7000R.loginAuth.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006846
ot_virtual_patch,TOTOLINK.Devices.getSaveConfig.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006845
ot_virtual_patch,TOTOLINK.A3700R.UploadCustomModule.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006843
ot_virtual_patch,TOTOLINK.A3600R.loginAuth.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006842
ot_virtual_patch,TOTOLINK.Devices.formLoginAuth.Authentication.Bypass.,https://www.fortiguard.com/encyclopedia/otips/10006837
ot_virtual_patch,Zyxel.NWA1100-N.goform.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006835
ot_virtual_patch,ZTE.ZXDSL.831.Adminpasswd.Authentication.Bypass.,https://www.fortiguard.com/encyclopedia/otips/10006821
ot_virtual_patch,ZTE.F660.Getpage.Information.Disclosure.,https://www.fortiguard.com/encyclopedia/otips/10006818
ot_virtual_patch,TOTOLINK.N200RE.cstecgi.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006815
ot_virtual_patch,TOTOLINK.A3600R.setIpQosRules.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006806
ot_virtual_patch,TOTOLINK.A7000R.setWizardCfg.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006805
ot_virtual_patch,ZTE.F6x2W.Routers.Frm_Logintoken.Authentication.Bypass.,https://www.fortiguard.com/encyclopedia/otips/10006804
ot_virtual_patch,TOTOLINK.A3600R.cstecgi.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006803
ot_virtual_patch,GL.iNet.Devices.libglutil.so.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006802
ot_virtual_patch,GL.iNet.Devices.CVE-2023-31473.Information.Disclosure.,https://www.fortiguard.com/encyclopedia/otips/10006801
ot_virtual_patch,GL.iNet.Devices.Mac.Address.Clone.newmac.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006800
ot_virtual_patch,Wago.PFC.Web-Based.Management.FastCGI.DoS.,https://www.fortiguard.com/encyclopedia/otips/10006792
ot_virtual_patch,SOL.Connect.ISET-mpp.Meter.User.SQL.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006784
ot_virtual_patch,ZTE.MF971R.HTTP_HOST.CRLF.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006771
ot_virtual_patch,TP-Link.TL-SC3130.Multiple.Endpoints.Stream.Disclosure.,https://www.fortiguard.com/encyclopedia/otips/10006770
ot_virtual_patch,ZTE.MF971R.STK_PROCESS.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006751
ot_virtual_patch,ZTE.MF971R.ADB_MODE_SWITCH.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006750
ot_virtual_patch,VSOL.GPON.OLT.sshglobal.html.CSRF.,https://www.fortiguard.com/encyclopedia/otips/10006745
ot_virtual_patch,Tenda.O3.setDhcpConfig.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006715
ot_virtual_patch,D-Link.DIR-822.upload_firmware.cgi.Command.Injection.,https://www.fortiguard.com/encyclopedia/otips/10006714
ot_virtual_patch,D-Link.DSL-2760U.Web.UI.Multiple.XSS.,https://www.fortiguard.com/encyclopedia/otips/10006713
ot_virtual_patch,Tenda.AC18.SetRemoteWebCfg.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006707
ot_virtual_patch,Nokia.I-240W-Q.GponForm.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006704
ot_virtual_patch,SolarView.Compact.Downloader.Directory.Traversal,https://www.fortiguard.com/encyclopedia/otips/10006689
ot_virtual_patch,Electrolink.Transmitter.MPFS.Upload.Authentication.Bypass.,https://www.fortiguard.com/encyclopedia/otips/10006676
ot_virtual_patch,Tenda.W30E.addUserName.password.Buffer.Overflow.,https://www.fortiguard.com/encyclopedia/otips/10006671
