threatType,title,link
intrusion_prevention,Adobe.Acrobat.CVE-2024-39425.Race.Condition,https://www.fortiguard.com/encyclopedia/ips/56586
intrusion_prevention,Adobe.Acrobat.CVE-2024-39420.Race.Condition,https://www.fortiguard.com/encyclopedia/ips/56577
intrusion_prevention,Adobe.ColdFusion.CVE-2024-41874.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/56579
intrusion_prevention,MS.Windows.CVE-2024-38237.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56534
intrusion_prevention,MS.Windows.Driver.CVE-2024-38238.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56536
intrusion_prevention,MS.Windows.Driver.CVE-2024-38241.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56532
intrusion_prevention,MS.Windows.Driver.CVE-2024-38242.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56535
intrusion_prevention,MS.Windows.Driver.CVE-2024-38243.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56533
intrusion_prevention,MS.Windows.Driver.CVE-2024-38244.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56537
intrusion_prevention,MS.Windows.Driver.CVE-2024-38245.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56538
intrusion_prevention,Severalnines.ClusterControl.CMON.API.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56574
intrusion_prevention,Google.Chrome.V8.CVE-2024-1939.Type.Confusion,https://www.fortiguard.com/encyclopedia/ips/56557
intrusion_prevention,Tananaev.Solutions.Traccar.devices.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/56559
intrusion_prevention,VMware.Spring.Cloud.Data.Flow.Skipper.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/56555
intrusion_prevention,AVTECH.AVM1203.Factory.cgi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56551
intrusion_prevention,Bazarr.swaggerui.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56552
intrusion_prevention,Cacti.import_package.Arbitrary.File.Write,https://www.fortiguard.com/encyclopedia/ips/56553
intrusion_prevention,Ecessa.Multiple.Devices.pl_web.cgi.CSRF,https://www.fortiguard.com/encyclopedia/ips/56517
intrusion_prevention,NETGEAR.Devices.PNPX_GetShareFolderList.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56547
intrusion_prevention,NETGEAR.ProSAFE.NMS.CVE-2024-5246.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56545
intrusion_prevention,ParisNeo.LoLLMs.Server.install_extension.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56549
intrusion_prevention,Rockwell.Automation.ControlLogix.CVE-2024-6242.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56507
intrusion_prevention,Uniview.IP.Cameras.CVE-2021-45039.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56544
intrusion_prevention,WordPress.GiveWP.give_title.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56543
intrusion_prevention,WordPress.Plugin.LiteSpeed.Cache.Privilege.Escalation,https://www.fortiguard.com/encyclopedia/ips/56548
intrusion_prevention,Atlassian.Companion.CVE-2023-22524.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56540
intrusion_prevention,PerkinElmer.ProcessPlus.Software.Download.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56523
intrusion_prevention,QNAP.QTS.CVE-2023-39296.JSON.Parsing.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56530
intrusion_prevention,Apple.Safari.WebKit.matchAssertionBOL.Out-of-Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/56520
intrusion_prevention,Atlassian.Bitbucket.CVE-2022-26133.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56524
intrusion_prevention,Atlassian.Fisheye.Login.Brute.Force,https://www.fortiguard.com/encyclopedia/ips/56518
intrusion_prevention,DZS.GPON.ONT.CVE-2019-10677.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/56422
intrusion_prevention,ECOA.Configuration.Download.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56434
intrusion_prevention,Google.Chrome.V8.BuildElementAccess.Type.Confusion,https://www.fortiguard.com/encyclopedia/ips/56519
intrusion_prevention,Google.Chrome.V8.ConstructNewMap.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/56521
intrusion_prevention,TOTOLINK.A3700R.UploadCustomModule.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56420
intrusion_prevention,TOTOLINK.A7000R.loginAuth.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56424
intrusion_prevention,TOTOLINK.Devices.getSaveConfig.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56423
intrusion_prevention,TOTOLINK.Devices.setParentalRules.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56428
intrusion_prevention,Vodafone.H-500-S.Activation.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56433
intrusion_prevention,Zen.Cart.findPluginAdminPage.Local.File.Inclusion,https://www.fortiguard.com/encyclopedia/ips/56525
